CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
14656,8,2,291.05,5,3,2,532,Potential Loyalists
14657,121,2,524.4,1,3,3,133,At-Risk
14659,26,5,1381.76,4,5,5,455,Loyal Customers
14662,73,3,524.86,2,4,3,243,At-Risk
14665,135,3,731.66,1,4,4,144,At-Risk
14667,10,9,2812.73,5,5,5,555,Champions
14669,80,3,1269.99,2,4,4,244,At-Risk
14670,119,2,411.53,1,3,3,133,At-Risk
14672,73,2,765.55,2,3,4,234,At-Risk
14676,46,3,1148.52,3,4,4,344,Loyal Customers
14680,17,8,12634.73,4,5,5,455,Loyal Customers
14681,50,1,393.95,3,1,3,313,About to Sleep
14682,26,2,52.0,4,3,1,431,Potential Loyalists
14684,54,1,350.9,3,1,2,312,About to Sleep
14688,3,11,2660.04,5,5,5,555,Champions
14689,47,1,112.8,3,1,1,311,About to Sleep
14691,51,1,439.6,3,1,3,313,About to Sleep
14692,74,3,480.3,2,4,3,243,At-Risk
14693,103,1,172.9,2,1,1,211,Hibernating
14696,26,3,876.77,4,4,4,444,Loyal Customers
14697,57,2,188.61,3,3,1,331,Need Attention
14699,53,1,109.13,3,1,1,311,About to Sleep
14700,28,2,1557.6,4,3,5,435,Potential Loyalists
14701,11,7,1958.28,5,5,5,555,Champions
14702,1,6,1068.95,5,5,4,554,Champions
14704,19,1,110.12,4,1,1,411,Promising
14705,37,1,179.0,4,1,1,411,Promising
14709,26,4,1628.94,4,5,5,455,Loyal Customers
14711,1,7,1915.85,5,5,5,555,Champions
14713,25,5,1023.79,4,5,4,454,Loyal Customers
14715,137,2,247.45,1,3,2,132,At-Risk
14719,18,2,488.12,4,3,3,433,Potential Loyalists
14727,113,1,268.58,1,1,2,112,Hibernating
14730,17,4,767.07,4,5,4,454,Loyal Customers
14731,44,2,251.02,3,3,2,332,Need Attention
14732,25,4,1283.2,4,5,4,454,Loyal Customers
14733,9,6,3991.84,5,5,5,555,Champions
14735,15,17,2634.21,5,5,5,555,Champions
14738,38,4,525.69,3,5,3,353,Loyal Customers
14739,58,2,593.74,3,3,3,333,Need Attention
14740,36,3,1448.21,4,4,5,445,Loyal Customers
14741,3,1,173.56,5,1,1,511,New Customers
14744,136,4,703.03,1,5,4,154,Cannot Lose Them
14745,23,2,581.67,4,3,3,433,Potential Loyalists
14747,88,1,328.2,2,1,2,212,Hibernating
14748,51,1,300.71,3,1,2,312,About to Sleep
14754,134,1,228.27,1,1,2,112,Hibernating
14755,15,5,2239.28,5,5,5,555,Champions
14758,44,3,1206.94,3,4,4,344,Loyal Customers
14759,71,1,572.25,2,1,3,213,Hibernating
14760,136,1,89.2,1,1,1,111,Hibernating
14761,173,1,97.5,1,1,1,111,Hibernating
14762,102,1,300.52,2,1,2,212,Hibernating
14765,15,1,80.5,5,1,1,511,New Customers
14766,7,3,1350.92,5,4,5,545,Champions
14769,40,3,5490.34,3,4,5,345,Loyal Customers
14770,71,2,876.42,2,3,4,234,At-Risk
14776,10,6,1469.16,5,5,5,555,Champions
14778,147,1,334.05,1,1,2,112,Hibernating
14779,119,3,386.15,1,4,3,143,At-Risk
14782,158,1,200.1,1,1,1,111,Hibernating
14784,162,1,114.68,1,1,1,111,Hibernating
14790,92,1,152.16,2,1,1,211,Hibernating
14794,42,4,679.54,3,5,4,354,Loyal Customers
14795,5,1,131.45,5,1,1,511,New Customers
14796,11,8,2989.74,5,5,5,555,Champions
14798,149,1,75.68,1,1,1,111,Hibernating
14800,30,5,2174.21,4,5,5,455,Loyal Customers
14803,1,3,845.55,5,4,4,544,Champions
14805,152,1,109.25,1,1,1,111,Hibernating
14808,5,3,932.41,5,4,4,544,Champions
14810,37,7,1098.26,4,5,4,454,Loyal Customers
14816,36,1,271.85,4,1,2,412,Promising
14817,39,2,1110.34,3,3,4,334,Need Attention
14818,8,2,409.63,5,3,3,533,Potential Loyalists
14819,31,1,84.72,4,1,1,411,Promising
14820,12,1,139.77,5,1,1,511,New Customers
14823,19,3,321.43,4,4,2,442,Loyal Customers
14825,8,4,810.89,5,5,4,554,Champions
14828,35,3,2139.76,4,4,5,445,Loyal Customers
14829,23,1,146.3,4,2,1,421,Potential Loyalists
14834,79,1,243.69,2,2,2,222,Hibernating
14837,5,2,957.44,5,3,4,534,Potential Loyalists
14840,106,1,62.85,2,2,1,221,Hibernating
14841,18,3,1980.41,4,4,5,445,Loyal Customers
14842,30,2,1688.48,4,3,5,435,Potential Loyalists
14844,15,2,1543.35,5,3,5,535,Potential Loyalists
14849,15,7,2830.76,5,5,5,555,Champions
14850,150,1,325.75,1,2,2,122,Hibernating
14851,95,1,206.13,2,2,2,222,Hibernating
14852,16,3,1208.25,5,4,4,544,Champions
14853,50,1,214.5,3,2,2,322,About to Sleep
14854,3,5,1933.18,5,5,5,555,Champions
14859,43,1,296.86,3,2,2,322,About to Sleep
14867,24,3,710.28,4,4,4,444,Loyal Customers
14868,72,1,439.33,2,2,3,223,Hibernating
14870,100,1,327.25,2,2,2,222,Hibernating
14871,17,2,214.35,4,3,2,432,Potential Loyalists
14873,49,1,519.68,3,2,3,323,About to Sleep
14875,101,1,362.0,2,2,3,223,Hibernating
14878,12,5,761.01,5,5,4,554,Champions
14880,24,2,363.27,4,3,3,433,Potential Loyalists
14883,2,2,358.48,5,3,3,533,Potential Loyalists
14886,91,1,364.8,2,2,3,223,Hibernating
14888,46,1,369.2,3,2,3,323,About to Sleep
14889,175,1,135.9,1,2,1,121,Hibernating
14890,92,1,125.65,2,2,1,221,Hibernating
14891,26,1,449.38,4,2,3,423,Potential Loyalists
14895,21,5,4729.76,4,5,5,455,Loyal Customers
14896,43,1,211.55,3,2,2,322,About to Sleep
14897,135,1,175.5,1,2,1,121,Hibernating
14898,79,3,512.43,2,4,3,243,At-Risk
14903,39,3,1800.23,3,4,5,345,Loyal Customers
14905,72,1,308.55,2,2,2,222,Hibernating
14911,1,65,41140.04,5,5,5,555,Champions
14912,85,1,482.79,2,2,3,223,Hibernating
14913,22,2,616.28,4,3,3,433,Potential Loyalists
14915,116,1,142.28,1,2,1,121,Hibernating
14916,163,1,295.05,1,2,2,122,Hibernating
14920,51,2,977.77,3,3,4,334,Need Attention
14921,40,1,903.01,3,2,4,324,About to Sleep
14924,84,1,310.05,2,2,2,222,Hibernating
14930,113,1,1104.13,1,2,4,124,Hibernating
14931,45,2,586.0,3,3,3,333,Need Attention
14934,121,1,828.84,1,2,4,124,Hibernating
14935,136,1,1784.71,1,2,5,125,Hibernating
14936,14,2,3636.39,5,3,5,535,Potential Loyalists
14944,25,5,1832.03,4,5,5,455,Loyal Customers
14948,58,1,278.4,3,2,2,322,About to Sleep
14952,45,6,2848.45,3,5,5,355,Loyal Customers
14957,92,1,58.49,2,2,1,221,Hibernating
14958,24,2,392.28,4,3,3,433,Potential Loyalists
14959,54,2,422.38,3,3,3,333,Need Attention
14960,10,1,88.3,5,2,1,521,Potential Loyalists
14961,71,3,1996.96,2,4,5,245,At-Risk
14962,109,1,126.7,1,2,1,121,Hibernating
14963,22,1,294.2,4,2,2,422,Potential Loyalists
14964,86,1,206.21,2,2,2,222,Hibernating
14970,91,2,782.25,2,3,4,234,At-Risk
14973,64,1,654.6,2,2,3,223,Hibernating
14976,35,3,450.26,4,4,3,443,Loyal Customers
14978,74,4,1537.28,2,5,5,255,Cannot Lose Them
14981,85,1,102.12,2,2,1,221,Hibernating
14984,19,1,110.18,4,2,1,421,Potential Loyalists
14985,37,1,172.24,4,2,1,421,Potential Loyalists
14988,50,1,334.54,3,2,2,322,About to Sleep
14995,119,1,119.31,1,2,1,121,Hibernating
14997,17,1,155.28,4,2,1,421,Potential Loyalists
14998,9,2,429.87,5,3,3,533,Potential Loyalists
15002,135,2,515.94,1,3,3,133,At-Risk
15005,1,13,3017.39,5,5,5,555,Champions
15014,15,1,117.73,5,2,1,521,Potential Loyalists
15016,11,1,170.04,5,2,1,521,Potential Loyalists
15018,91,1,180.09,2,2,1,221,Hibernating
15019,105,1,266.0,2,2,2,222,Hibernating
15021,14,3,697.59,5,4,4,544,Champions
15023,8,4,3214.96,5,5,5,555,Champions
15024,135,1,196.87,1,2,1,121,Hibernating
15026,79,2,230.78,2,3,2,232,At-Risk
15027,7,3,966.97,5,4,4,544,Champions
15030,107,1,152.76,1,2,1,121,Hibernating
15031,121,1,150.83,1,2,1,121,Hibernating
15032,95,1,2188.5,2,2,5,225,Hibernating
15033,47,3,1169.14,3,4,4,344,Loyal Customers
15034,71,4,1821.93,2,5,5,255,Cannot Lose Them
15036,16,2,245.69,5,3,2,532,Potential Loyalists
15038,26,3,391.02,4,4,3,443,Loyal Customers
15039,1,28,14231.61,5,5,5,555,Champions
15041,9,1,180.35,5,2,1,521,Potential Loyalists
15042,38,1,135.93,3,2,1,321,About to Sleep
15044,15,8,2908.92,5,5,5,555,Champions
15045,96,1,388.9,2,2,3,223,Hibernating
15046,12,9,2920.26,5,5,5,555,Champions
15047,108,1,343.62,1,2,2,122,Hibernating
15048,59,1,157.75,3,2,1,321,About to Sleep
15049,112,1,121.17,1,2,1,121,Hibernating
15052,158,1,215.78,1,2,2,122,Hibernating
15053,120,1,222.65,1,2,2,122,Hibernating
15057,114,2,1489.5,1,3,5,135,At-Risk
15058,22,6,1011.31,4,5,4,454,Loyal Customers
15059,9,5,732.93,5,5,4,554,Champions
15061,10,20,12269.38,5,5,5,555,Champions
15062,56,2,604.96,3,3,3,333,Need Attention
15063,52,1,370.8,3,2,3,323,About to Sleep
15065,3,3,2858.75,5,4,5,545,Champions
15067,121,1,848.05,1,2,4,124,Hibernating
15068,95,1,239.96,2,2,2,222,Hibernating
15069,18,1,1109.53,4,2,4,424,Potential Loyalists
15071,114,1,588.67,1,2,3,123,Hibernating
15073,24,2,861.96,4,3,4,434,Potential Loyalists
15076,11,1,880.85,5,2,4,524,Potential Loyalists
15078,29,10,3365.51,4,5,5,455,Loyal Customers
15079,51,3,753.66,3,4,4,344,Loyal Customers
15081,47,1,136.9,3,2,1,321,About to Sleep
15083,95,1,88.2,2,2,1,221,Hibernating
15087,120,1,306.94,1,2,2,122,Hibernating
15090,147,1,381.32,1,2,3,123,Hibernating
15092,54,2,457.81,3,3,3,333,Need Attention
15093,45,3,2772.95,3,4,5,345,Loyal Customers
15095,42,1,770.5,3,2,4,324,About to Sleep
15098,21,3,39916.5,4,4,5,445,Loyal Customers
15100,172,1,175.2,1,2,1,121,Hibernating
15104,35,2,1027.44,4,3,4,434,Potential Loyalists
15106,50,2,778.45,3,3,4,334,Need Attention
15107,150,4,142.45,1,5,1,151,Cannot Lose Them
15108,25,3,623.45,4,4,3,443,Loyal Customers
15109,84,1,484.95,2,2,3,223,Hibernating
15110,157,1,169.65,1,2,1,121,Hibernating
15114,21,4,1027.25,4,5,4,454,Loyal Customers
15116,43,1,479.65,3,2,3,323,About to Sleep
15117,54,1,312.4,3,2,2,322,About to Sleep
15119,84,1,266.4,2,2,2,222,Hibernating
15121,127,1,295.15,1,2,2,122,Hibernating
15122,43,2,930.61,3,3,4,334,Need Attention
15123,45,1,1069.47,3,2,4,324,About to Sleep
15124,30,1,90.75,4,2,1,421,Potential Loyalists
15125,11,8,8380.18,5,5,5,555,Champions
15128,7,2,858.1,5,3,4,534,Potential Loyalists
15129,15,7,1801.33,5,5,5,555,Champions
15130,8,1,330.11,5,2,2,522,Potential Loyalists
15132,38,2,489.87,3,3,3,333,Need Attention
15133,96,2,657.9,2,3,3,233,At-Risk
15134,16,3,411.08,5,4,3,543,Champions
15135,78,1,139.05,2,2,1,221,Hibernating
15139,78,2,178.96,2,3,1,231,At-Risk
15140,37,3,1127.45,4,4,4,444,Loyal Customers
15143,64,1,259.45,2,2,2,222,Hibernating
15144,56,5,1695.02,3,5,5,355,Loyal Customers
15145,66,2,724.03,2,3,4,234,At-Risk
15146,3,2,1327.16,5,3,5,535,Potential Loyalists
15147,79,1,623.5,2,2,3,223,Hibernating
15150,25,2,1318.07,4,3,5,435,Potential Loyalists
15152,26,1,756.1,4,2,4,424,Potential Loyalists
15159,10,13,4284.61,5,5,5,555,Champions
15163,31,1,155.0,4,2,1,421,Potential Loyalists
15164,47,2,368.18,3,3,3,333,Need Attention
15167,159,1,163.0,1,2,1,121,Hibernating
15171,170,1,1289.5,1,2,4,124,Hibernating
15172,35,2,526.2,4,3,3,433,Potential Loyalists
15174,161,1,135.75,1,2,1,121,Hibernating
15178,99,1,40.5,2,2,1,221,Hibernating
15179,72,3,1455.12,2,4,5,245,At-Risk
15181,14,2,435.0,5,3,3,533,Potential Loyalists
15182,107,1,370.48,1,2,3,123,Hibernating
15184,29,1,235.23,4,2,2,422,Potential Loyalists
15186,7,1,229.26,5,2,2,522,Potential Loyalists
15187,7,2,1038.8,5,3,4,534,Potential Loyalists
15189,2,19,6319.43,5,5,5,555,Champions
15192,30,1,422.99,4,2,3,423,Potential Loyalists
15194,9,7,2508.52,5,5,5,555,Champions
15197,91,1,216.75,2,2,2,222,Hibernating
15199,74,2,657.15,2,3,3,233,At-Risk
15201,43,2,602.27,3,3,3,333,Need Attention
15203,37,2,692.9,4,3,4,434,Potential Loyalists
15206,114,1,17.7,1,2,1,121,Hibernating
15208,2,1,258.12,5,2,2,522,Potential Loyalists
15210,64,1,331.18,2,2,2,222,Hibernating
15212,80,1,101.8,2,2,1,221,Hibernating
15213,157,2,328.35,1,3,2,132,At-Risk
15214,22,2,651.63,4,3,3,433,Potential Loyalists
15218,17,4,2447.6,4,5,5,455,Loyal Customers
15219,15,1,305.75,5,2,2,522,Potential Loyalists
15220,8,4,946.81,5,5,4,554,Champions
15222,157,1,585.0,1,2,3,123,Hibernating
15223,64,2,755.75,2,3,4,234,At-Risk
15225,73,1,409.4,2,2,3,223,Hibernating
15226,149,1,154.41,1,2,1,121,Hibernating
15227,54,3,876.82,3,4,4,344,Loyal Customers
15228,8,2,1253.45,5,3,4,534,Potential Loyalists
15230,78,2,429.6,2,3,3,233,At-Risk
15234,115,1,197.0,1,2,1,121,Hibernating
15235,56,9,1552.87,3,5,5,355,Loyal Customers
15236,137,1,321.05,1,2,2,122,Hibernating
15237,42,2,1093.65,3,3,4,334,Need Attention
15238,23,1,300.14,4,2,2,422,Potential Loyalists
15240,30,3,1045.38,4,4,4,444,Loyal Customers
15241,22,4,1065.36,4,5,4,454,Loyal Customers
15244,87,1,297.94,2,2,2,222,Hibernating
15245,26,2,1737.72,4,3,5,435,Potential Loyalists
15246,77,1,328.15,2,2,2,222,Hibernating
15249,35,5,2841.37,4,5,5,455,Loyal Customers
15251,17,3,5489.2,4,4,5,445,Loyal Customers
15252,22,1,300.55,4,2,2,422,Potential Loyalists
15253,8,1,173.85,5,2,1,521,Potential Loyalists
15257,122,1,317.15,1,2,2,122,Hibernating
15258,7,2,623.16,5,3,3,533,Potential Loyalists
15260,25,3,849.98,4,4,4,444,Loyal Customers
15262,162,1,178.95,1,2,1,121,Hibernating
15265,74,1,712.24,2,2,4,224,Hibernating
15266,177,1,119.3,1,2,1,121,Hibernating
15267,21,1,1035.76,4,2,4,424,Potential Loyalists
15270,77,4,1313.75,2,5,5,255,Cannot Lose Them
15271,1,6,944.7,5,5,4,554,Champions
15280,11,1,113.12,5,2,1,521,Potential Loyalists
15281,36,6,1927.41,4,5,5,455,Loyal Customers
15288,39,2,1458.35,3,3,5,335,Need Attention
15289,88,1,375.45,2,2,3,223,Hibernating
15290,42,7,1812.97,3,5,5,355,Loyal Customers
15291,11,9,2657.37,5,5,5,555,Champions
15292,40,1,180.94,3,2,1,321,About to Sleep
15296,14,4,2091.49,5,5,5,555,Champions
15298,26,4,1379.6,4,5,5,455,Loyal Customers
15299,3,2,1200.0,5,3,4,534,Potential Loyalists
15301,11,6,2139.74,5,5,5,555,Champions
15303,129,1,574.02,1,2,3,123,Hibernating
15304,3,5,368.75,5,5,3,553,Champions
15308,113,1,310.47,1,2,2,122,Hibernating
15311,2,40,34433.11,5,5,5,555,Champions
15312,54,1,318.16,3,2,2,322,About to Sleep
15314,38,1,327.97,3,2,2,322,About to Sleep
15316,165,1,165.0,1,2,1,121,Hibernating
15319,122,1,204.5,1,2,1,121,Hibernating
15321,130,1,1159.47,1,2,4,124,Hibernating
15326,172,1,311.71,1,2,2,122,Hibernating
15329,10,1,309.1,5,2,2,522,Potential Loyalists
15333,47,1,1028.56,3,2,4,324,About to Sleep
15334,2,2,224.14,5,3,2,532,Potential Loyalists
15339,157,1,257.9,1,2,2,122,Hibernating
15346,171,1,252.42,1,2,2,122,Hibernating
15349,26,1,366.11,4,2,3,423,Potential Loyalists
15353,93,1,465.37,2,2,3,223,Hibernating
15356,14,4,1242.03,5,5,4,554,Champions
15358,17,11,4152.4,4,5,5,455,Loyal Customers
15364,93,1,331.8,2,2,2,222,Hibernating
15365,154,1,208.61,1,2,2,122,Hibernating
15367,84,2,1416.18,2,3,5,235,At-Risk
15370,42,3,1127.94,3,4,4,344,Loyal Customers
15373,12,5,983.2,5,5,4,554,Champions
15376,61,1,654.17,3,2,3,323,About to Sleep
15379,8,6,2211.83,5,5,5,555,Champions
15381,52,2,596.85,3,3,3,333,Need Attention
15382,23,4,2127.12,4,5,5,455,Loyal Customers
15384,8,1,338.84,5,2,2,522,Potential Loyalists
15386,25,1,394.14,4,2,3,423,Potential Loyalists
15388,109,1,140.54,1,2,1,121,Hibernating
15389,11,1,500.0,5,2,3,523,Potential Loyalists
15393,120,1,124.1,1,2,1,121,Hibernating
15394,43,1,848.78,3,2,4,324,About to Sleep
15395,164,1,107.45,1,2,1,121,Hibernating
15397,128,1,94.0,1,2,1,121,Hibernating
15400,23,2,458.8,4,3,3,433,Potential Loyalists
15402,35,1,440.99,4,2,3,423,Potential Loyalists
15405,28,1,349.1,4,2,2,422,Potential Loyalists
15406,140,1,252.29,1,2,2,122,Hibernating
15407,22,3,740.73,4,4,4,444,Loyal Customers
15408,103,1,267.18,2,2,2,222,Hibernating
15410,11,5,2361.93,5,5,5,555,Champions
15411,21,1,156.4,4,2,1,421,Potential Loyalists
15412,10,1,190.53,5,2,1,521,Potential Loyalists
15414,81,1,36.2,2,2,1,221,Hibernating
15415,152,1,572.81,1,2,3,123,Hibernating
15416,78,2,2274.43,2,3,5,235,At-Risk
15421,54,3,739.36,3,4,4,344,Loyal Customers
15422,162,2,97.7,1,3,1,131,At-Risk
15424,93,2,383.34,2,3,3,233,At-Risk
15426,96,1,251.56,2,2,2,222,Hibernating
15433,52,2,533.3,3,3,3,333,Need Attention
15434,39,1,306.96,3,2,2,322,About to Sleep
15436,73,1,489.05,2,2,3,223,Hibernating
15437,101,1,200.16,2,2,1,221,Hibernating
15440,47,1,125.8,3,2,1,321,About to Sleep
15442,87,1,594.0,2,2,3,223,Hibernating
15443,159,1,437.71,1,2,3,123,Hibernating
15445,103,1,113.5,2,2,1,221,Hibernating
15447,169,1,155.17,1,2,1,121,Hibernating
15448,151,1,494.64,1,2,3,123,Hibernating
15449,24,2,647.7,4,3,3,433,Potential Loyalists
15452,103,1,247.25,2,2,2,222,Hibernating
15453,8,2,345.03,5,3,2,532,Potential Loyalists
15456,122,2,204.0,1,3,1,131,At-Risk
15457,101,1,237.07,2,2,2,222,Hibernating
15462,26,1,105.0,4,2,1,421,Potential Loyalists
15464,177,1,1048.85,1,2,4,124,Hibernating
15465,19,11,4484.66,4,5,5,455,Loyal Customers
15482,4,2,1379.86,5,3,5,535,Potential Loyalists
15483,105,1,114.85,2,2,1,221,Hibernating
15485,175,1,328.54,1,2,2,122,Hibernating
15489,50,1,348.26,3,2,2,322,About to Sleep
15491,18,4,2409.95,4,5,5,455,Loyal Customers
15493,88,2,951.25,2,3,4,234,At-Risk
15497,158,1,970.6,1,2,4,124,Hibernating
15498,7,14,7133.99,5,5,5,555,Champions
15502,114,1,1711.06,1,2,5,125,Hibernating
15507,10,1,492.36,5,2,3,523,Potential Loyalists
15508,28,6,1000.27,4,5,4,454,Loyal Customers
15510,169,1,250.0,1,2,2,122,Hibernating
15513,14,11,5781.3,5,5,5,555,Champions
15514,64,2,677.23,2,3,4,234,At-Risk
15517,72,1,267.03,2,2,2,222,Hibernating
15518,54,4,987.57,3,5,4,354,Loyal Customers
15521,51,4,1667.78,3,5,5,355,Loyal Customers
15527,21,3,925.89,4,4,4,444,Loyal Customers
15528,93,1,229.33,2,2,2,222,Hibernating
15529,49,5,1610.75,3,5,5,355,Loyal Customers
15530,8,2,990.88,5,3,4,534,Potential Loyalists
15532,5,1,545.34,5,2,3,523,Potential Loyalists
15535,12,4,536.4,5,5,3,553,Champions
15537,2,1,110.92,5,2,1,521,Potential Loyalists
15543,127,1,127.86,1,2,1,121,Hibernating
15544,12,4,1722.95,5,5,5,555,Champions
15547,33,6,1637.16,4,5,5,455,Loyal Customers
15549,155,1,942.1,1,2,4,124,Hibernating
15550,9,2,279.04,5,3,2,532,Potential Loyalists
15552,56,1,90.12,3,2,1,321,About to Sleep
15554,116,1,217.2,1,2,2,122,Hibernating
15555,14,5,1132.17,5,5,4,554,Champions
15561,54,1,265.75,3,2,2,322,About to Sleep
15563,39,1,465.43,3,2,3,323,About to Sleep
15569,171,1,288.5,1,2,2,122,Hibernating
15570,45,5,1460.78,3,5,5,355,Loyal Customers
15572,87,3,876.04,2,4,4,244,At-Risk
15574,16,1,112.1,5,2,1,521,Potential Loyalists
15577,144,1,29.65,1,2,1,121,Hibernating
15578,1,1,127.1,5,2,1,521,Potential Loyalists
15579,152,1,199.6,1,2,1,121,Hibernating
15581,11,5,327.88,5,5,2,552,Champions
15582,59,1,303.61,3,2,2,322,About to Sleep
15584,1,1,154.65,5,2,1,521,Potential Loyalists
15585,15,1,455.3,5,2,3,523,Potential Loyalists
15589,94,3,478.53,2,4,3,243,At-Risk
15594,73,1,267.91,2,2,2,222,Hibernating
15596,53,3,987.37,3,4,4,344,Loyal Customers
15599,43,1,448.83,3,2,3,323,About to Sleep
15601,9,8,3886.95,5,5,5,555,Champions
15602,39,3,390.4,3,4,3,343,Loyal Customers
15605,91,2,495.33,2,3,3,233,At-Risk
15606,9,7,2136.16,5,5,5,555,Champions
15607,175,1,104.76,1,2,1,121,Hibernating
15609,23,1,298.48,4,2,2,422,Potential Loyalists
15611,2,6,546.67,5,5,3,553,Champions
15615,1,11,4819.99,5,5,5,555,Champions
15620,59,1,450.52,3,2,3,323,About to Sleep
15622,36,5,2602.0,4,5,5,455,Loyal Customers
15624,45,2,311.4,3,3,2,332,Need Attention
15625,18,2,945.27,4,3,4,434,Potential Loyalists
15626,168,1,281.88,1,2,2,122,Hibernating
15628,21,2,685.94,4,3,4,434,Potential Loyalists
15630,43,1,396.86,3,2,3,323,About to Sleep
15632,21,4,1556.66,4,5,5,455,Loyal Customers
15636,121,1,306.7,1,2,2,122,Hibernating
15640,24,5,4013.53,4,5,5,455,Loyal Customers
15641,99,2,997.01,2,3,4,234,At-Risk
15643,30,3,664.0,4,4,3,443,Loyal Customers
15644,5,4,813.0,5,5,4,554,Champions
15646,85,1,150.24,2,2,1,221,Hibernating
15648,43,2,657.35,3,3,3,333,Need Attention
15649,175,1,306.0,1,2,2,122,Hibernating
15651,99,1,227.32,2,2,2,222,Hibernating
15655,82,1,560.67,2,2,3,223,Hibernating
15656,17,3,563.63,4,4,3,443,Loyal Customers
15658,29,4,717.9,4,5,4,454,Loyal Customers
15660,43,3,529.72,3,4,3,343,Loyal Customers
15661,156,2,309.8,1,3,2,132,At-Risk
15665,7,2,2242.01,5,3,5,535,Potential Loyalists
15668,56,1,76.32,3,2,1,321,About to Sleep
15669,15,2,434.74,5,3,3,533,Potential Loyalists
15670,135,1,173.05,1,2,1,121,Hibernating
15671,81,3,1033.13,2,4,4,244,At-Risk
15673,53,2,1785.73,3,3,5,335,Need Attention
15674,52,4,1379.66,3,5,5,355,Loyal Customers
15675,119,1,45.0,1,2,1,121,Hibernating
15676,122,1,897.8,1,2,4,124,Hibernating
15679,21,1,178.22,4,2,1,421,Potential Loyalists
15681,22,3,703.22,4,4,4,444,Loyal Customers
15687,25,5,1679.45,4,5,5,455,Loyal Customers
15691,91,1,136.8,2,2,1,221,Hibernating
15694,15,6,2458.45,5,5,5,555,Champions
15695,105,2,409.98,2,3,3,233,At-Risk
15696,59,6,1637.9,3,5,5,355,Loyal Customers
15700,11,2,696.68,5,3,4,534,Potential Loyalists
15703,103,1,211.5,2,2,2,222,Hibernating
15704,26,2,1507.32,4,3,5,435,Potential Loyalists
15705,40,1,143.1,3,2,1,321,About to Sleep
15708,61,4,1717.62,3,5,5,355,Loyal Customers
15709,122,1,133.25,1,2,1,121,Hibernating
15712,22,2,458.65,4,3,3,433,Potential Loyalists
15716,40,2,355.34,3,3,2,332,Need Attention
15717,73,1,150.3,2,2,1,221,Hibernating
15719,17,8,2773.12,4,5,5,455,Loyal Customers
15722,26,2,770.65,4,3,4,434,Potential Loyalists
15724,40,2,218.25,3,3,2,332,Need Attention
15727,37,3,1714.02,4,4,5,445,Loyal Customers
15729,51,1,85.0,3,2,1,321,About to Sleep
15730,45,1,467.43,3,2,3,323,About to Sleep
15732,51,1,156.02,3,2,1,321,About to Sleep
15733,121,1,162.3,1,2,1,121,Hibernating
15734,39,1,578.65,3,2,3,323,About to Sleep
15737,25,4,729.73,4,5,4,454,Loyal Customers
15738,22,9,2599.41,4,5,5,455,Loyal Customers
15743,23,1,322.55,4,2,2,422,Potential Loyalists
15745,75,1,302.85,2,2,2,222,Hibernating
15747,11,1,242.65,5,2,2,522,Potential Loyalists
15749,74,3,44534.3,2,4,5,245,At-Risk
15750,9,2,769.31,5,3,4,534,Potential Loyalists
15752,88,2,785.53,2,3,4,234,At-Risk
15753,143,1,79.2,1,2,1,121,Hibernating
15754,85,1,91.8,2,2,1,221,Hibernating
15755,74,2,620.73,2,3,3,233,At-Risk
15756,52,2,249.12,3,3,2,332,Need Attention
15757,56,1,261.36,3,2,2,322,About to Sleep
15759,57,2,155.8,3,3,1,331,Need Attention
15764,23,3,1694.52,4,4,5,445,Loyal Customers
15768,42,2,479.15,3,3,3,333,Need Attention
15769,11,13,30673.92,5,5,5,555,Champions
15775,84,1,104.9,2,2,1,221,Hibernating
15777,80,3,681.56,2,4,4,244,At-Risk
15780,22,2,298.13,4,3,2,432,Potential Loyalists
15781,144,1,83.35,1,2,1,121,Hibernating
15785,36,2,1330.4,4,3,5,435,Potential Loyalists
15791,43,1,1223.24,3,2,4,324,About to Sleep
15793,107,1,306.64,1,2,2,122,Hibernating
15796,26,4,1249.92,4,5,4,454,Loyal Customers
15797,53,3,1840.2,3,4,5,345,Loyal Customers
15799,24,2,481.24,4,3,3,433,Potential Loyalists
15800,85,1,244.5,2,2,2,222,Hibernating
15804,9,2,1125.39,5,3,4,534,Potential Loyalists
15805,14,9,2626.95,5,5,5,555,Champions
15806,115,1,300.36,1,2,2,122,Hibernating
15808,145,2,1485.12,1,4,5,145,At-Risk
15809,23,4,399.21,4,5,3,453,Loyal Customers
15810,9,3,1361.19,5,4,5,545,Champions
15811,44,2,856.04,3,4,4,344,Loyal Customers
15812,28,3,1054.22,4,4,4,444,Loyal Customers
15813,46,2,1303.91,3,4,4,344,Loyal Customers
15815,51,3,1394.08,3,4,5,345,Loyal Customers
15819,38,2,1177.14,3,4,4,344,Loyal Customers
15820,158,1,206.98,1,2,2,122,Hibernating
15825,11,1,532.94,5,2,3,523,Potential Loyalists
15826,49,1,720.0,3,2,4,324,About to Sleep
15827,22,8,924.74,4,5,4,454,Loyal Customers
15831,163,1,309.94,1,2,2,122,Hibernating
15832,93,1,836.79,2,2,4,224,Hibernating
15834,4,3,1791.82,5,4,5,545,Champions
15835,99,2,488.31,2,4,3,243,At-Risk
15838,4,9,8610.06,5,5,5,555,Champions
15840,11,1,241.74,5,2,2,522,Potential Loyalists
